Question,Answer,Correct,Title
What does a control plane do?,"Maintains the intended Cluster state by making decisions about the Cluster and detecting and responding to events in the Cluster   
Shares all the resources of a node
Assigns newly created Pods to nodes
Contains Pods",Maintains the intended Cluster state by making decisions about the Cluster and detecting and responding to events in the Cluster   ,"Module 2 - Graded Quiz: Kubernetes Basics

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What component of a worker node ensures containers are running as desired?,"Etcd
Container runtime
The Kubernetes proxy
The kubelet",The kubelet,"Module 2 - Graded Quiz: Kubernetes Basics

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What are three Kubernetes capabilities?,"Automated rollouts
Storage orchestration
CI/CD pipelines
Secret and configuration management","Automated rollouts
Storage orchestration
Secret and configuration management","Module 2 - Graded Quiz: Kubernetes Basics

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What is automated bin packing?,"A Kubernetes capability that scales workloads based on metrics or commands
A Kubernetes capability that applies automatic changes
A Kubernetes capability that performs container auto-placement based on resource requirements and conditions without sacrificing high availability 
A Kubernetes capability that mounts a chosen storage system",A Kubernetes capability that performs container auto-placement based on resource requirements and conditions without sacrificing high availability ,"Module 2 - Graded Quiz: Kubernetes Basics

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What is a label?,"A mechanism for isolating groups of resources within a single Cluster
A key-value pair attached to an object
The simplest unit in Kubernetes
A set of identical running Pod replicas that are horizontally scaled",A key-value pair attached to an object,"Module 2 - Graded Quiz: Kubernetes Basics

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What Kubernetes object should be used for stateless applications?,"DaemonSet
ReplicaSet
StatefulSet
Deployment",Deployment,"Module 2 - Graded Quiz: Kubernetes Basics

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What is Kubectl?,"Kubernetes command line interface (CLI) 
OpenShift command line interface (oc) 
Docker command line interface 
Cloud command line interface ",Kubernetes command line interface (CLI) ,"Module 2 - Graded Quiz: Kubernetes Basics

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What is the function of an External Name Service?,"Maps to a DNS name
Creates and routes the incoming requests automatically to the ClusterIP Service
Directs traffic to the NodePort Service
Provides inter-service communication within the Cluster",Maps to a DNS name,"Module 2 - Graded Quiz: Kubernetes Basics

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which of the following is a benefit of using ORM?,"Removes data access complexity from application code
Speeds up application development 
Increases performance
Easier to debug ",Speeds up application development ,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
"When you create an object (an instance of a class) in Django, what does it represent?","Table cell
Table column
Table row
Database table",Table row,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What does Django create when you create a forward relationship?,"Explicit reference
Comparative clause
Backward access
Django doesn't automatically create anything",Backward access,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
"To delete() records in a database, you call the Delete method on which objects?","Foreign Key field or Many-to-many field
Model object or QuerySet
Filter chain or primitive field
Child object or lookup parameter",Model object or QuerySet,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What is the main reason ORM was invented?,"Bridge the gap between OOP and SQL
Promote SQL
Use a different set of APIs for each database 
Utilize methods ",Bridge the gap between OOP and SQL,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Multi-table inheritance is like which relationship?," One-to-many
Many-to-many 
One-to-one
Many-to-one",One-to-one,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What method would you use to create a subset of database records?,"Filter
Add
Get
Save",Filter,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
How do you specify what happens to related objects when an object is deleted?,"Delete foreign key
delete_related
Protect
on_delete ",on_delete ,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Django only requires that model relationships be defined on one side. What is this called?,"Child object
Forward access
Singular access
 Related object",Forward access,"Graded Quiz: ORM - Bridging the Gap Between the Real World and Relational Model

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What are the key elements of a Hybrid Multicloud strategy? Select two.,"For seamless working, it is recommended that if you’re subscribed to the infrastructure services of a cloud provider, you should subscribe to the application services provided by the same vendor. 
Embraces a mix of cloud models and services as long as they are from the same cloud service provider 
Allows you to leverage the best of cloud models and services across different cloud providers so that your applications and workloads work seamlessly across multiple clouds 
Connects an organization’s on-premise private cloud and third-party public cloud into a single infrastructure ","Allows you to leverage the best of cloud models and services across different cloud providers so that your applications and workloads work seamlessly across multiple clouds 
Connects an organization’s on-premise private cloud and third-party public cloud into a single infrastructure ","Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What are some of the benefits of using microservices architecture? Select two.,"Components facing varied amounts of load can be scaled independently 
Application components can be developed and updated independently of each other 
Each microservice of an application needs to use the same stack and runtime environment 
Each line of code for a microservice needs to be written from scratch","Components facing varied amounts of load can be scaled independently 
Application components can be developed and updated independently of each other ","Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
Serverless might not be the best fit for all applications or scenarios. Which of these attributes qualify an application for a serverless architecture?,"Microservices that can be built as functions that are stateless 
Workloads and applications that may be spread across multiple cloud environments and cloud vendors 
Workloads characterized by long-running processes 
Low-latency applications ",Microservices that can be built as functions that are stateless ,"Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What are the characteristics of a cloud native application?,"Collection of microservices working together as a whole to comprise an application 
Collection of microservices with tightly coupled UI, business logic layer, and data layer 
Collection of microservices that need to be scaled and updated in relation to each other 
Collection of microservices that are built as one huge piece of software",Collection of microservices working together as a whole to comprise an application ,"Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
"DevOps’ tools, practices, and processes are helping tackle some of the complexities and challenges posed by the cloud. Identify two ways in which DevOps is mitigating these challenges.","By fully automating the infrastructure installation process in a way that is documented, repeatable, verifiable, and traceable 
DevOps best practices eliminate the need to provision servers, build middleware, and install application code 
By creating an automated deployment pipeline
DevOps processes outline the development principles that need to be followed to modernize monolithic applications to cloud native applications ","By fully automating the infrastructure installation process in a way that is documented, repeatable, verifiable, and traceable 
By creating an automated deployment pipeline","Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
Cloud adoption is an integral part of application modernization. What are the other two important components of modernization?,"Microservices and DevOps 
VMs and Agile Methodology
Service Oriented Architecture and Waterfall Methodology
Monolithic Architectures and Physical Servers ",Microservices and DevOps ,"Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
One of the key characteristics of Hybrid Multicloud is portability. What does portability mean in the context of Hybrid Cloud?,"Distributing a single application across multiple providers allowing you to move application components across cloud services and vendors as needed 
A workload running on the private cloud can leverage the additional public cloud capacity when there is a spike in demand 
The flexibility to move applications and data between systems and cloud service providers 
The public and private cloud services can understand each other’s APIs, data formats, forms of authentication and authorization ",The flexibility to move applications and data between systems and cloud service providers ,"Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What is an attribute that distinguishes serverless computing from other compute models? ,"In the serverless computing environment, resources cannot be scaled up or down 
The serverless model requires no provisioning of servers, installation of application stacks, or operation of the infrastructure by the users/developers 
Serverless computing does not require any underlying servers for executing workloads 
End users pay for resources as long as they are running, even if idle ","The serverless model requires no provisioning of servers, installation of application stacks, or operation of the infrastructure by the users/developers ","Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
Which one of these statements is NOT true of a microservices architecture approach?,"Developers can leverage the vast amounts of code already available as the base of an application, eliminating the need to develop code from scratch
Microservices find one another using service discovery, which creates a roadmap for microservices to communicate 
Microservices breakdown large applications into their core functions to create a fully functional application
When one of the microservices of an application stops to function, it disrupts the functioning of the complete application ","When one of the microservices of an application stops to function, it disrupts the functioning of the complete application ","Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
Which one of the following statements does NOT describe the DevOps approach and process? ,"Defines how people work together to build, deploy, and manage applications in a cloud native environment 
Uses automated tools to monitor the performance and availability of their applications 
Eliminates the need to provision servers, build middleware, and install application code
A collaborative approach where business owners and development, operations, and quality assurance teams collaborate to deliver software continuously ","Eliminates the need to provision servers, build middleware, and install application code","Module 4 Graded Quiz

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What happens if you make a change on a repository branch that you don't own?,"GitHub issues a push request for the owner.
GitHub makes a pull request.
GitHub generates an error message.
GitHub undoes the changes.",GitHub makes a pull request.,"Graded Quiz: GitHub Workflows with Branches and Git Commands

Graded Quiz
.
 • 15 min

DueJun 18, 11:59 PM +07"
You need to run three commands to push local changes to the GitHub repository. What is the third command?,"git-add
git-commit -m
git-push
git-remove -v",git-push,"Graded Quiz: GitHub Workflows with Branches and Git Commands

Graded Quiz
.
 • 15 min

DueJun 18, 11:59 PM +07"
What are three commonly used commands for working with remote repositories?,"open, close, send
push, pull, fetch
open, edit, push
create, delete, copy","push, pull, fetch","Graded Quiz: GitHub Workflows with Branches and Git Commands

Graded Quiz
.
 • 15 min

DueJun 18, 11:59 PM +07"
"When managing forks, which command can you use to fetch and merge the remote branch in a single step?","git-fetch upstream
git-merge upstream/master
git-pull downstream
git-pull upstream",git-pull upstream,"Graded Quiz: GitHub Workflows with Branches and Git Commands

Graded Quiz
.
 • 15 min

DueJun 18, 11:59 PM +07"
Which command can a repository administrator use to allow anonymous downloads from repositories?,"git-rerere
git-daemon
git-shell
git-am",git-daemon,"Graded Quiz: GitHub Workflows with Branches and Git Commands

Graded Quiz
.
 • 15 min

DueJun 18, 11:59 PM +07"
What is EcmaScript or ES?,"A regulated name for JSON
A standardized name for JavaScript
A communication standard
A programming organization",A standardized name for JavaScript,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which feature in E6 limits the scope of variables? ,"let
Arrow functions
promise
const",let,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the state of a promise object when the operation executes successfully?,"Pending
Constant 
End
Fulfilled",Fulfilled,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
React is an open-source library created and maintained by Facebook and community developers. What is it mainly used to build?,"Complex UIs
Accessibility messages
AI questions
Error messages",Complex UIs,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Facebook provides the Create React App to simplify creating React apps. What must be installed in order to run npx create-react-app with the name of the app you want to create?,"Facebook
The XML editor
Node.js
JavaScript",Node.js,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"Functional components are most useful when the component has properties, but what is the restriction?","Properties can't be passed as parameters to the function. 
Properties can't have uppercase characters.
Properties can't be user defined.
The component lifecycle does not require management. ",The component lifecycle does not require management. ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What makes class components more preferable than functional components?,"Simplicity 
Versatility
Rigidity 
Definition ",Versatility,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"In the Working with React Components video, what does the incrementCounter method do in the React app?","Updates a state so a component is rendered again 
Stops the application
Passes a value to the GUI
Routes a command through a component ",Updates a state so a component is rendered again ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the benefit of using the JSX transformation step in HTML?,"Browser understands JSX
Can be parsed by a JavaScript engine 
 Converts HTML tags into React elements
Helpful as a visual aid ", Converts HTML tags into React elements,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which of the following features can be implemented using React Hook in functional components?,"Logic
Event 
Props
Lifecycle methods ",Lifecycle methods ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Each Cloud Region can have multiple Zones (also known as Availability Zones). What are Zones?,"Single shared point of failure 
Geographic area or region where cloud provider’s infrastructure is clustered
Unique physical locations with one or more data centers 
Standardized containers of computing resources",Unique physical locations with one or more data centers ,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"Is it possible to run completely different operating systems on Virtual Machines (VMs) that are on a single host? If yes, what makes this possible?","No, it is not possible—VMs are software-based versions of a single host. They cannot have different environments from one another. 
No, it is not possible—A single host can only work as one single virtual environment, and can, therefore, have only one environment. 
Yes, Virtualization makes it possible— to have VMs, running different operating systems, on a single host. 
Yes, Containerization makes it possible—to have VMs that are unique physical entities, so you can have completely different Operating Systems on them. ","Yes, Virtualization makes it possible— to have VMs, running different operating systems, on a single host. ","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which of the following are examples of single-tenant compute environments in the Cloud? Select two.,"Transient virtual servers 
Bare Metal servers
Reserved virtual server 
Dedicated host ","Bare Metal servers
Dedicated host ","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"Which of these scenarios is ideal for the use of bare metal servers, as opposed to virtual servers? Select two.","CPU and I/O intensive workloads
Workloads that require limited throughput and performance 
Huge performance and strict security and compliance requirements 
Low cost to use ","CPU and I/O intensive workloads
Huge performance and strict security and compliance requirements ","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What are some key differences between Containers and Virtual Machines? Select two.,"Even though each container uses the same OS as the host OS, it still needs to have its own copy of the OS, while a virtual machine leverages the resources of the host OS 
Containers are executable units of software while each virtual machine is a distinct physical entity 
Containers are more lightweight as compared to virtual machines 
Containers can use the same OS as the host, while a virtual machine needs its own copy of the OS, which can also be different from the host OS ","Containers are more lightweight as compared to virtual machines 
Containers can use the same OS as the host, while a virtual machine needs its own copy of the OS, which can also be different from the host OS ","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
There are four types of cloud storage available. Which storage type is ephemeral or non-persistent?,"Direct Attached storage
File storage 
Block storage 
Object storage ",Direct Attached storage,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What makes File storage an ideal solution for scenarios where shared storage is needed?,"File storage can be mounted on multiple compute nodes at the same time 
Mounted from remote storage appliances 
Its consistently high speed 
File Storage is mounted to compute nodes via an ethernet network",File storage can be mounted on multiple compute nodes at the same time ,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which of these scenarios are best suited for Block Storage? Select two.,"Low cost is a consideration
Applications that need consistent fast access to disk, such as databases 
Workloads that need low-latency storage
Workloads that need disk sharing between compute nodes ","Applications that need consistent fast access to disk, such as databases 
Workloads that need low-latency storage","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which of these are features of Object Storage? Select two.,"Object storage is effectively infinite 
Storage is attached to compute nodes using a fibre network
Object Storage can be mounted on multiple compute nodes via an ethernet network 
You can directly use Object Storage without attaching it to a compute node","Object storage is effectively infinite 
You can directly use Object Storage without attaching it to a compute node","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What is the main benefit of a Content Delivery Network (CDN)?,"Enhanced control over network traffic by routing traffic to specified resources 
Speed, it makes your website faster by serving files from a location closer to the user. 
Distribute tasks, workloads, and network traffic
Network topology ","Speed, it makes your website faster by serving files from a location closer to the user. ","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What else does the Django template contain besides Python code?,"Static HTML elements
Markdown elements
XML elements
Dynamic HTML elements",Static HTML elements,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Three files are created by Django after you've created a project. Which of these files is a command-line interface used to interact with the Django project?,"settings.py
manage.py
urls.py 
access.py",manage.py,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
"For the onlinecourse example, when registering the course and instructor models in the Django admin site, you would write and run ""admin.site.register(Course)"" and what other code statements?","admin.site.register(Superuser)
admin.site.register(App) 
admin.site.register(Instructor)
admin.site.register(Admin)",admin.site.register(Instructor),"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
"When you map a URL to the course view, what file do you add path objects to?","manage.py
config.py
settings.py 
urls.py",urls.py,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
"Django template files display content, such as course names and descriptions. How is the content displayed?","Markdown
Plain text
XML
HTML",HTML,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which is one of the differences between the Django MVT and the MVC design pattern?,"The Django framework or Django server itself acts as controller
MVC has a Model
There is no difference
MVT has a View",The Django framework or Django server itself acts as controller,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
What two development tasks need to be performed to manage and determine which data will be presented to the UI?,"Control the project
Model data and create views
Access data and build tables
Sort data and sort views",Model data and create views,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which command is used in the Django Admin video to start the server?,"python manage.py startserver
 python manage.py run
python manage.py runserver
python manage.py startDjango",python manage.py runserver,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
"Django functions, like View, accept arguments as input and return something. Typically, View needs an HTTP request object as the first argument. What does this request object contain?","Python commands
Django static files
Read-only HTTP metadata
Python scripts",Read-only HTTP metadata,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Django template file structure sometimes has two files created with the same name. How do you ensure Django points to the correct file?," Add an identifier
Note the differences
Name spacing
Add metadata",Name spacing,"Graded Quiz: Full-stack Django Development

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
How do you create a ReplicaSet from scratch?,"Use the ‘get pods’ command.
Apply a YAML file with the ‘kind’ attribute set to ‘ReplicaSet’.
Use the ‘scale’ command to scale the deployment.
Apply a JSON file that includes the number of desired replicas.",Apply a YAML file with the ‘kind’ attribute set to ‘ReplicaSet’.,"Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What Kubernetes object adds or deletes pods for scaling and redundancy?,"A Config Map
A Secret
A ReplicaSet
A DaemonSet",A ReplicaSet,"Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which Kubernetes autoscaler type scales the Cluster?,"Vertical Pod Autoscaler (VPA)
You cannot autoscale a Kubernetes Cluster.
Horizontal Pod Autoscaler (HPA)
Cluster Autoscaler (CA)",Cluster Autoscaler (CA),"Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
How do you prepare your application to enable rolling updates?,"Add liveness and readiness probes to deployments.
Use autoscaling.
Set the maxSurge to 50%.
Set the maxSurge to 100%.",Add liveness and readiness probes to deployments.,"Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which rolling update types ensure 100% app availability?,"Both all-at-once and one-at-a-time updates and rollbacks ensure 100% app availability.
All-at-once updates and rollbacks ensure 100% app availability.
One-at-a-time updates and rollbacks ensure 100% app availability.
No rolling update types can ensure 100% app availability.",One-at-a-time updates and rollbacks ensure 100% app availability.,"Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What does a ConfigMap do?,"Provides variables for your application
Provides sensitive information to your application
Mounts a file using the volumes plugin 
Verifies that a Secret was created",Provides variables for your application,"Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What are three ways to create a ConfigMap? ,"By providing a ConfigMap YAML descriptor file
By using string literals
By using an existing property or ‘key’ = ‘value’ file
By adding another environment to the deployment descriptor","By providing a ConfigMap YAML descriptor file
By using string literals
By using an existing property or ‘key’ = ‘value’ file","Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What are three ways to create a Secret?,"By using volume mounts
By providing a ConfigMap YAML descriptor file
By using a string literal 
By using environment variables ","By using volume mounts
By using a string literal 
By using environment variables ","Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What does Service binding do? ,"Manages configuration and credentials for back-end Services while protecting sensitive data
Provides variables for your application
Consumes the external Service by binding the application to a deployment
Makes Service credentials available to you automatically as a Secret",Manages configuration and credentials for back-end Services while protecting sensitive data,"Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What are the three required steps to bind the IBM Cloud Service to your Cluster? ,"Bind the Service to your Cluster to create credentials.
Provision an instance of the Service.
Configure your app to access the credentials.
Erase the credential configuration file after credential setup.","Bind the Service to your Cluster to create credentials.
Provision an instance of the Service.
Configure your app to access the credentials.","Module 3 - Graded Quiz: Managing Applications with Kubernetes

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which of the following statements are correct about databases?,"A database is a repository of data
There are different types of databases - Relational, Hierarchical, NoSQL, etc.
A database can be populated with data and be queried 
All of the above",All of the above,"Graded Quiz: Introduction to Databases

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
A database stores data in tabular form only. True or False?,"True
False",False,"Graded Quiz: Introduction to Databases

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
"In a library entity-relationship data model, a book is an example of _____ and the book’s title, edition, and publication date are examples of _______.","an entity, attributes
an attribute, entities
an entity, properties 
a row, columns","an entity, attributes","Graded Quiz: Introduction to Databases

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
Which of the following statements about a database is/are correct?,"A database is a logically coherent collection of data with some inherent meaning
Data can only be added and queried from a database but not modified
Only SQL can be used to query data in a database
All of the above",A database is a logically coherent collection of data with some inherent meaning,"Graded Quiz: Introduction to Databases

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
The primary key of a relational table uniquely identifies each row in a table. True or False?,"True
False",True,"Graded Quiz: Introduction to Databases

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
What strategy was Red Hat OpenShift designed for?,"A public cloud strategy 
An on-premises strategy.
A hybrid-cloud strategy.
A private cloud strategy. ",A hybrid-cloud strategy.,"Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
Which three statements are true?,"The oc lets you manage projects during restricted bandwidth or availability of the web console. 
The oc and kubectl binary offer different capabilities. 
The oc lets you script OpenShift operations. 
The oc lets you work directly with project source code using command script. ","The oc lets you manage projects during restricted bandwidth or availability of the web console. 
The oc lets you script OpenShift operations. 
The oc lets you work directly with project source code using command script. ","Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What are three added features that OpenShift provides?,"Better management through image streams 
Good networking solutions out of the box
Better user experience 
More flexible","Better management through image streams 
Good networking solutions out of the box
Better user experience ","Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What are the three Build triggers used in OpenShift?,"ImageStream
Webhook
Image change
Configuration change","Webhook
Image change
Configuration change","Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What are the two features of an ImageStream?,"Provides a trigger capability when a new version of an image is available
Provides content for Builds
Creates and updates container images
Stores images","Provides a trigger capability when a new version of an image is available
Creates and updates container images","Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What three processes are performed by the Operator Framework tool set?,"Package
Coding 
Testing
Building","Package
Coding 
Testing","Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What are the three features of Custom Resource Definitions (CRDs)?,"Can be engaged with kubectl
Control the install, upgrade, and role-based access control (RBAC) of Operators in a cluster
Extend Kubernetes functionality
Make Kubernetes API more modular","Can be engaged with kubectl
Extend Kubernetes functionality
Make Kubernetes API more modular","Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
"What packages, deploys, and manages native apps in Kubernetes?","An Operator 
A Deployment
A ReplicaSet
 A Container",An Operator ,"Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
"In Istio, what handles communication between services?","The proxy server
The control plane
The data plane
Environmental changes ",The data plane,"Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What provides traffic management to control the flow of traffic between Services?,"Kubectl
An autoscaler
A container
A service mesh",A service mesh,"Module 4 - Graded Quiz: The Kubernetes Ecosystem

Graded Quiz
.
 • 30 min

DueJul 2, 11:59 PM +07"
What is a State?,"A component’s render function that returns data about an attribute 
An object that contains information about the component
A parent component function that takes a string argument 
A piece of software that passes data between React components ",An object that contains information about the component,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What is used to pass data between React components?,"HTML attribute 
Shared state 
Prop
Local state ",Prop,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What do you use to pass data from child components to parent components?,"State 
Callback
Method 
Render ",Callback,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
When does a component lifecycle start?,"When components are created or mounted on the DOM 
When a user clicks the mouse or presses the keyboard 
When the state of the component first changes 
When the component is removed from the DOM ",When components are created or mounted on the DOM ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What do you use to pass data from parent components to child components?,"Method 
State 
Callback
Prop",Prop,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which function is invoked right after the component is mounted on the DOM?,"componentDidMount 
Render
componentWillMount 
componentWillUnmount ",componentDidMount ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What do you use to make a call to an external server asynchronous?,"Props
Promises
State 
Method",Promises,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What does the postDataToServer method do?,"Requests all objects in the usercollection destination 
Sets a component with a user state to “None Logged In” 
Sends the data to the server and updates the response from the server to the component’s state completionStatus 
Creates a JSON object and pushes it into the usercollection array ",Sends the data to the server and updates the response from the server to the component’s state completionStatus ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
