Question,Answer,Correct,Title
True/False. All images must be downloaded and saved locally before you can call classify from the connected IBM Watson Visual Recognition service.,"True
False",False,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
A simple CNN that runs on all ten classes and uses all of the data obtains approximately what level of accuracy?,"62-77%
78-83%
84-89%
90-94%
95-99%",90-94%,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
True/False. Bagging and boosting ensemble methods both use only decision trees as base classifiers. The difference is in the bias and variance of the individual trees.,"True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
True/False. A decision tree classifier is useful as a model for the AAVAIL subscriber churn data.,"True
False",True,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
Which of the following was not discussed as a tunable parameter of a neural network?,"Hardware availability
Activation functions: sigmoid, tanh, softmax, ReLU, leaky ReLU
Regularization techniques: weight decay, early stopping, dropout
Training method: Loss function, learning rate, batch size, number of epochs
Structure: the number of hidden layers, the number of nodes in each layer",Hardware availability,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
True/False. Transfer learning is a recent advancement to come out of the field of reinforcement learning.,"True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
When training a custom classifier in Watson Visual Recognition the negative images should be:,"As visually similar as possible to the positive images
Background images without the positive images
As random as possible to establish a background
Randomly generated from the positive images
Visually distinct from the positive images",As visually similar as possible to the positive images,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
True/False. The Watson Visual Recognition service can only be accessed using an API key via Python or curl.,"True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
Which of the following use cases is the least appropriate use case for a convolutional neural network?,"Image classification
Image retrieval
Image composition
Object detection
Image segmentation",Image composition,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
"True/False. A typical convolutional neural network is constructed using a combination of convolutional, pooling and dense layers.","True
False",True,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
"True/False. If we continue to add GPUs or other computational resources, the time it takes to train a model will always continue to decrease.","True
False",False,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
True/False. It is reasonable to think of the commands in a Dockerfile as a step-by-step recipe on how to build up a Docker image.,"True
False",True,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
What are the two steps that must be carried out if you want to iterate locally on a model then deploy it to the Watson Machine Learning (WML) service?,"Provision a WML service & Dockerize your model
Create a Python virtual environment & Dockerize your model
Provision cloud storage & Provision a WML service
Provision a WML service & create a Python virtual environment
Dockerize your model & Provision cloud storage",Provision a WML service & create a Python virtual environment,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following lists contains one or more references to a technology that is not a specific python package used to speed up and improve the performance of python code?,"py-cuda, Cython
multiprocessing, mpi4py
subprocessing, symmetric-multiprocessing
threading, ipyparallel","subprocessing, symmetric-multiprocessing","Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
A Spark cluster is generally managed using a Docker container and a YAML file.,"True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which of the following is least likely to be a use case for Docker containers?,"Microservices: many loosely coupled and independently deployable services
DevOps/Data Engineers use containers as a common platform for many teams
Avoid install overhead with a Spark environment
Hybrid, multi-cloud portability for a machine learning model
Replacement for a standard virtual machine",Replacement for a standard virtual machine,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Docker images are the basis of containers. It is possible to pull an image from the registry and ask the Docker client to run a container based on that image. Some images are official while many others are user defined.,"True
False",True,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
What is the principal reason to create a virtual environment before creating your model locally?,"Because all models should have their own virtual environment
Because it will ensure that the most recent packages are used
Because virtual environments can be containerized easily
Because the Python client for Watson Machine Learning has specific dependencies
Because it ensures that locally created/trained models are compatible with Watson Machine Learning",Because it ensures that locally created/trained models are compatible with Watson Machine Learning,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
True/False. You may only pass a pickle file to save your model in the your Watson Machine Learning library.,"True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
"True/False. The Spark ML API uses DataFrames from Spark SQL. They can hold a variety of data types with different columns for storing text including: feature vectors, truth labels, and predictions.","True
False",True,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which type of recommender system is readily available in Spark Machine learning?,"Utility-based recommender systems
Collaborative-based recommender systems
Content-based recommender systems
Hybrid recommender systems
Demographics-based recommender systems",Collaborative-based recommender systems,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Docker containers run a private file system that is isolated from the host and other containers. What is the suggested way to access notebooks and scripts from within the container?,"tmpfs mount
use a named pipe
bind mounts
GitHub
volumes",volumes,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following is not a valid way to pass parameter to a Spark MLlib model?,"Pass a pickle file when the model is declared
Set the named parameters directly when the model is declared
Pass a ParamMap to the .fit() method of the model
Create a ParamMap, update it then pass it to a .fit() method of the model
Pass a ParamMap to the .fit() method of a pipeline",Pass a pickle file when the model is declared,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
"True/False. Spark MLlib has several estimators and transformers, but it lacks basic tooling for natural language processing (NLP) like the ability to make term frequency-inverse document frequency (TF-IDF) transformations.","True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
Which phrase most accurately reflects what is meant by the cold start problem in recommendation systems?,"A. When a new user is introduced and the recommendations are made on similarities
B. When a new item is introduced and the recommendations are made on similarities
C. When a new user is introduced and the recommendations are made on item popularity
D. When a new user or new item is introduced and the recommendations depend on popularity
E. When a new user or new item is introduced and the recommendations depend on similarities",E. When a new user or new item is introduced and the recommendations depend on similarities,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
True/False. Matrix factorization is commonly associated with collaborative filtering recommender systems.,"True
False",True,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
"When you worked on model deployment case study, which modification to the ALS algorithm had the largest effect on model performance?","The explicit training vs implicit training comparison
The lambda or regularization parameter
The epsilon or scale parameter
The l1 vs l2 comparison",The lambda or regularization parameter,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
"True/False. The Spark collaborative filtering implementation is built by default for explict feedback, but it can be used with implicit feedback just as easily.","True
False",True,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
Your Flask application needs to error check the input when making a prediction. Which features need to be provided (at a minimum) as input given the context of this business opportunity?,"The previous three months of data and the target month from the year before
The target date and country
At least one year of revenue data
The recent number of transactions and the number of views
Metadata associated with the streams",The target date and country,"Back
Capstone - Part 3 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 9, 11:59 PM +07"
True/False.  Unit testing and novelty detection provide an automated mechanism to monitor model performance.,"True
False.",True,"Back
Capstone - Part 3 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 9, 11:59 PM +07"
"To move through the AI enterprise workflow quickly, we used the concept of workflow templates. Which of the following aspects of the template contributes the least to the re-usability of these templates?","When they are used with a version control system
Ensuring that the model exists as a separate Python module to be called by Flask
Have an HTML endpoint for the Flask app to create dashboards
Use a template for a unit test suite
Ensure that data ingestion and data visualization code exists as a modules or scripts",Have an HTML endpoint for the Flask app to create dashboards,"Back
Capstone - Part 3 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 9, 11:59 PM +07"
Which of the following was not mentioned as a reason to bundle unit tests with a deployed model?,"promotes code quality
regression tests
they perform the workflow feedback loops
automate performance monitoring tasks
can be readily integrated into CI/CD pipelines",they perform the workflow feedback loops,"Back
Check for Understanding

Practice Quiz
.
 • 5 min
.
 • 
1 total point available.
1 total point

English"
"True/False. When logging for the predict endpoint, runtime is considered an optional feature to be monitored.","True
False",False,"Back
Check for Understanding

Practice Quiz
.
 • 5 min
.
 • 
1 total point available.
1 total point

English"
"To pass a query to an API endpoint that has been set up to run inside of a Docker container, which of the following best describes the formats that have been used in the presented deployment workflows?  ","numpy ndarray, pandas DataFrame
JSON
JSON, flatfiles
YAML
All of the above",JSON,"Back
Check for Understanding

Practice Quiz
.
 • 5 min
.
 • 
1 total point available.
1 total point

English"
In the context of the AI workflow presented in these materials which of the following is not an example of a valid feedback loop?,"Trying different data transformations on a given model
Returning to the data collection stage from transformations to reduce the number of transforms
Performing EDA on the data after a model has been deployed and data have been logged
Moving from the business opportunity and data collection to model iteration
Returning to discuss the business opportunity after a model has been deployed",Moving from the business opportunity and data collection to model iteration,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
True/False.  It is critical in machine learning model deployment workflows to ensure close to 100% test coverage before production.,"True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Common sources of performance drift include:,"Changes in customer demographics or user behavior after a model is trained
Incomplete, incorrect or unbalanced training data
Changes in versions of libraries or modules used in models
All of the above",All of the above,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which list contains one or more elements that were presented as non-essential when creating a logging system to monitor the performance of a machine learning model that has been deployed.,"request_type, input data
model_version_number, timestamp
predictions/recommendations, timestamp
input_data_summary, runtime","request_type, input data","Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
"Model accuracy metrics such as precision, recall and F1 scores provide objective evidence of fairness.","True
False",False,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
What is the purpose of Minikube in the context of Kubernetes?,"It deploys a Kubernetes cluster to a remote service based on a specified YAML file
It launches a Kubernetes cluster locally within a virtual machine or directly on the host
It is used through a command line interface to interact with a Kubernetes cluster
It allows you to work with multiple Docker containers as if they were a single application
It is the management layer for a Kubernetes cluster",It launches a Kubernetes cluster locally within a virtual machine or directly on the host,"Back
Check for Understanding

Practice Quiz
.
 • 5 min
.
 • 
1 total point available.
1 total point

English"
Which of the following are three services provided by IBM Watson OpenScale?,"Automatic CSS-HTML Generation, Hyerparameter Tuning, Performance Metrics
Compliance, Cross Regional Availabilty, Automatic Backup
Drift Monitoring, Fairness, Explainability
General Artificial Intelligence, Time Travel, World Domination","Drift Monitoring, Fairness, Explainability","Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
"True/False.  IBM Watson OpenScale only works with models that have been built on, and deployed by, IBM Watson Stuido.","True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
What is Port Forwarding in Docker?,"The process of creating a data file on the local computer that persists after the container is closed
Sending one container to multiple nodes on a multicloud environment
Allowing data to be passed in and out of a docker container and controlling which applications can do this
Building one Docker image using another docker image as a template",Allowing data to be passed in and out of a docker container and controlling which applications can do this,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
True/False. The date and time of a transaction should never be logged because this will only reflect past transactions and is not relevant to the performance of predictions on an on-going basis.,"True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
What is the purpose of kubectl in kubernetes?,"Automatic logging of requests and responses
A tool that makes it easy to run a single-node cluster locally
The primary node agent on each node, responsible for the processes running on that machine
The CLI for communicating with the kubernetes cluster",The CLI for communicating with the kubernetes cluster,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
True/False. A Kubernetes pod can contain multiple kubernetes deployments,"True
False",False,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 26, 11:59 PM +07"
AAVAIL Management has described their needs to you in the language of business. How would you describe this project in the language of Data Science?  ,"Recommender system
A/B Testing
Dimensionality Reduction
Regression Analysis
Unsupervised Learning
Classification Analysis",Regression Analysis,"Back
Capstone - Part 1 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 2, 11:59 PM +07"
"When you compiled the JSON files into a single DataFrame or NumPy array, about how many days did the entire range of dates span?","400
450
500
600
650",500,"Back
Capstone - Part 1 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 2, 11:59 PM +07"
Which country had the most total revenue when you summed across all purchases?,"Singapore
United Kingdom
USA
EIRE
Germany",United Kingdom,"Back
Capstone - Part 1 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 2, 11:59 PM +07"
"There are many established methods from the literature that may be used to analyze time-series data. Classical machine learning techniques can also be used, but which of the following is the most important caveat to keep in mind when employing this approach?","You cannot use scikit-learn to combine multiple predictions
The data cannot be feature engineered to help identify features that are needed by the model to detect trends
There is no simple way to do a train/test split of the data
Significant computational resources are generally required
A specialized strategy that uses recursion (for example) or multiple models must be employed for multipoint forecasting",A specialized strategy that uses recursion (for example) or multiple models must be employed for multipoint forecasting,"Back
Capstone - Part 2 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 9, 11:59 PM +07"
When the data are pivoted and summarized across days which of the following features were the most difficult to include as a summarized or engineered feature?,"revenue
stream_views
stream_ids
purchases
customer_id",customer_id,"Back
Capstone - Part 2 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 9, 11:59 PM +07"
"The time-series plots using a day time interval for revenue, purchases and total_views revealed many similarities. Which part of the year indicated a trend for the highest level of activity?","January-February
April-May
November-December
June-July
September-October",November-December,"Back
Capstone - Part 2 Quiz

Graded Quiz
.
 • 15 min

English
DueJun 9, 11:59 PM +07"
