Question,Answer,Correct,Title
"You are studying the effect of a new treatment for heart attack, your job consists in looking at outcomes of the effect in patients, fill the unit level treatment effect column using the Neyman-Rubin causal model, and then calculate the average treatment effect.

Tips:

The event doesn’t occur: 0

The event occurs: 1

Unit Level Treatment Effect: -1 represents a benefit, 0 represents no effect, 1 represents harm.","0.375

-0.75

0.75

-0.375",0.375,"Back
Measuring Treatment Effects

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
"Calculate the conditional average treatment effect applying the Two-Tree Learner method, the patient has an Age=61 and BP= 130.","0.24

-0.20

0.43

-0.24",-0.20,"Back
Measuring Treatment Effects

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
"Using the S-Learner, or Single Tree, method, what is the conditional average treatment effect for a 61 year-old patient with a blood pressure (BP) of 140?","0.22

0.10

0.02

We can’t estimate the conditional ATE using this S-Learner. ",We can’t estimate the conditional ATE using this S-Learner. ,"Back
Measuring Treatment Effects

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
Which considerations are relevant to the S-Learner Method? Choose all that are correct. ,"The Decision Tree might decide not to use the treatment feature.

Your model is more likely to overfit your data.

Since the two models are using each half of the data, there are fewer samples available to learn the relationships between the features.

This model might produce a treatment effect estimate of 0 for everyone. ","The Decision Tree might decide not to use the treatment feature.
This model might produce a treatment effect estimate of 0 for everyone. ","Back
Measuring Treatment Effects

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
Which considerations are relevant to the T-Learner Method? Choose all that are correct. ,"Your model is more likely to overfit your data.

This model might produce a treatment effect estimate of 0 for everyone.

Since the two models are using each half of the data, there are fewer samples available to learn the relationships between the features.

The Decision Tree might decide not to use the treatment feature.","Since the two models are using each half of the data, there are fewer samples available to learn the relationships between the features.","Back
Measuring Treatment Effects

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
Which of the following is not true about BERT’s inner word representations? ,"Each unique word can have exactly one vector representation

The representation of a word depends on the words around it

Words which are similar in meaning are typically close as vector

None of the above",Each unique word can have exactly one vector representation,"Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
True or False: the start and end vectors are fixed throughout training ,"True

False",False,"Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
Which of the following is a difference between BERT and LSTM models? ,"BERT can be trained on multiple languages, while LSTMs cannot

BERT is trained using backpropagation while LSTMs are not

BERT takes entire sequences as input, while LSTM models process words one by one

BERT uses regular word vectors, while LSTMs use contextualized word vectors","BERT takes entire sequences as input, while LSTM models process words one by one","Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"Given the following word vectors and start and end vectors, determine the start and end of the sequence of interest.","start: The, end: cancer

start: gene, end: associated

start: with, end: gene

start: breast, end: cancer","start: breast, end: cancer","Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
You find that a radiology report mentions “edema”. Which of the following can you immediately conclude? ,"The x-ray contains edema 

The x-ray contains pneumonia

The x-ray does not contain edema

None of the above",None of the above,"Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
Use the following entry in SNOMED CT to help determine the positive labels for this x-ray report.,"common cold: 0, lesion: 0

common cold: 0, lesion: 1

common cold: 1, lesion: 1

common cold: 1, lesion: 0","common cold: 1, lesion: 0","Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
Let’s see why F1 is used instead of the regular mean of precision and recall. Let’s say the mean of precision and recall is at least 0.75. Which of the following could be the true value of the precision? ,"0.75

0.5

Both

Neither",Both,"Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
Now let’s say F1 score is at least 0.75. Now which of the following values of precision are possible? ,"0.75

0.5

Both

Neither",0.75,"Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"Compute the F1 score for pneumonia and mass separately based on the following retrieved labels and ground truth:

 ","(0.5, 0.83)

(0.5, 0.8)

(0.75, 0.8)

None of the above","(0.5, 0.8)","Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
Now compute the F1 score for all labels jointly: ,"1.35

0.61

0.66

None of the above",0.66,"Back
Information Extraction with NLP

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"You train the random forest pictured below and it gets a c-index of 0.90. After shuffling the values for x, your dataset is the following. What is the variable importance for x? 

 

ID

	

x

	

y

	

death




1

	

2

	

3

	

1




2

	

4

	

5

	

0




3

	

1

	

2

	

1




4

	

5

	

2

	

0","-0.05

0.1

0.5

0.65",0.65,"Back
ML Interpretation

Practice Quiz
.
 • 30 min
.
 • 
6 total points available.
6 total points

English"
Say you have trained a decision tree which never splits on a variable X. What will be the variable importance for X using the permutation method?,"0.5

A random number between 0 and 1

0

There is too little information to say",0,"Back
ML Interpretation

Practice Quiz
.
 • 30 min
.
 • 
6 total points available.
6 total points

English"
"We have the following table the output of a model f on an example using subsets of the variable. What is the Shapley value for s_BP? 

 

Feature Set

	

Output




{}

	

0.5




{s_BP}

	

0.7




{d_BP}

	

0.6




{s_BP, d_BP}

	

0.65","0.0

0.2

0.05

0.125",0.125,"Back
ML Interpretation

Practice Quiz
.
 • 30 min
.
 • 
6 total points available.
6 total points

English"
"We have the following table the output of a model f on an example using subsets of the variable. What is the sum of the Shapley value for s_BP and d_BP? 

 

Feature Set

	

Output




{}

	

0.5




{s_BP}

	

0.7




{d_BP}

	

0.6




{s_BP, d_BP}

	

0.65","0.0

0.2

0.05

0.15",0.15,"Back
ML Interpretation

Practice Quiz
.
 • 30 min
.
 • 
6 total points available.
6 total points

English"
"Could the following table of outputs be given by a linear model with no interactions (assume not including a feature means setting it to 0)? 

 

Feature Set

	

Output




{}

	

0.5




{s_BP}

	

0.7




{d_BP}

	

0.6




{s_BP, d_BP}

	

0.65","Yes

No",No,"Back
ML Interpretation

Practice Quiz
.
 • 30 min
.
 • 
6 total points available.
6 total points

English"
"Now assume we add Age as a variable. What is the new Shapley value for s_BP?

 

Feature Set

	

Output




{}

	

0.5




{s_BP}

	

0.7




{d_BP}

	

0.6




{Age} 

	

0.7




{s_BP, d_BP}

	

0.65




{s_BP, Age}

	

0.7




{d_BP, Age}

	

0.8




{d_BP, s_BP, Age}

	

0.85","0.0

0.09

0.125

0.20",0.09,"Back
ML Interpretation

Practice Quiz
.
 • 30 min
.
 • 
6 total points available.
6 total points

English"
