Question,Answer,Correct,Title
"You have backtested 10 trading strategies using two distinct data sets representing different market regimes (down-trending with high volatility and up-trending with low volatility). From the 10 strategies you have identified the ones with the highest Sharpe ratio and highest return under each regime. 

Strategy

	

Return

	

PnL Vol

	

Sharpe Ratio

	

Regime




3

	

.08

	

.04

	

2.00

	

Down/High 




6

	

.05

	

.02

	

2.50

	

Up/Low




7

	

.10

	

.06

	

1.67

	

Down/High




10

	

.06

	

.03

	

2.00

	

Up/Low

The strategies have about 70% pair-wise correlations with each other. Your analysis predicts a 75% chance that the market will be up-trending and low volatility and 25% chance that it will be down-trending and high volatility.  Which strategy or combination of strategies would you choose for implementation or further backtesting and why would you choose it or them?","Implement Strategy 6 because it has the highest Sharpe ratio and it is the most likely market regime.
Implement a  combination of Strategy 7 and 10 as this will give you the highest expected return regardless of the market regime.
Implement a  combination of Strategy 3 and 6 as this will give you the highest expected Sharpe ratio regardless of the market regime.
Rather than looking at the performance of individual strategies, consider backtesting combinations of different strategies and determining the combination that gives you the highest Sharpe ratio.","Rather than looking at the performance of individual strategies, consider backtesting combinations of different strategies and determining the combination that gives you the highest Sharpe ratio.","Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
"Deep Reinforcement Learning Agents are given a high degree of freedom, often subject only to the constraints of the operator's risk tolerance and drawdown limits. What are the advantages this gives to a DRL strategy compared to other automated strategies?","A high degree of freedom prevents the strategy from being influenced by the operator's emotions
A high degree of freedom means the operator can set the strategy and 'forget it'. This means the operator can effectively oversee a larger portfolio of strategies.
A high degree of freedom means the DRL agent can learn from its actions in various states and extend its knowledge beyond what was given by the developer.","A high degree of freedom means the operator can set the strategy and 'forget it'. This means the operator can effectively oversee a larger portfolio of strategies.
A high degree of freedom means the DRL agent can learn from its actions in various states and extend its knowledge beyond what was given by the developer.","Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
We talked about how it has become increasingly difficult to make money trading pattern-recognition strategies. What advantage does reinforcement learning have in trading this type of strategy?,"An RL algorithm is faster at recognizing changes in the predictability and profitability of price patterns.
An RL algorithm can more accurately identify the end of an uptrend in prices and also the beginning of a downtrend in prices.
An RL algorithm can identify price patterns more quickly than other machine learning algos.",An RL algorithm is faster at recognizing changes in the predictability and profitability of price patterns.,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
Most quantitative strategies depend on a trader to develop and update the trading algorithm and a machine to implement it. What are some of the disadvantages of this human-machine symbiosis?,"It is hard for a trader to develop an algorithm that anticipates the characteristics of every possible market environment
In today's algo-dominated markets it is necessary to use an order execution strategy to divide up a 'parent' order into several 'child' orders which need to be optimized based on market conditions.
Exchange and other trading venue interfaces are not capable of executing complex, multi-part order as quickly as required by rapidly changing market environments.",It is hard for a trader to develop an algorithm that anticipates the characteristics of every possible market environment,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
Why is an RL trading system particularly well suited to executing high frequency trading strategies?,"High frequency trading occurs at the millisecond and sub-millisecond level. Modifications to an HF trading strategy must also occur on this time scale and so must be decided and implemented by the RL Trader without intervention from a human operator.
The system operator can modify the strategy real-time to take advantage of changes in market conditions
Policy optimization happens immediately before trade execution, so trades are also optimized.",High frequency trading occurs at the millisecond and sub-millisecond level. Modifications to an HF trading strategy must also occur on this time scale and so must be decided and implemented by the RL Trader without intervention from a human operator.,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
Having tick by tick bid and ask data (price and total quantity (or size) bid and offered) lets you estimate how much it would cost to transact in the market as long the quantity you are trading is less than or equal to the average  bid/ask size. What kind of data would you need to estimate these costs if your trade size was larger?,"Minute by minute (minute bars), price, volume and volatility data
Second by second (second bars), price, volume and volatility data
Order book data",Order book data,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
"You have developed an RL algorithm that achieved a high Sharpe ratio and limited drawdowns when applied to the training data set. When you test it using more recent, unseen data, your algo has a zero Sharpe ratio and high PnL volatility. What steps should you take to redevelop your algo so that it has better potential performance in live trading?","Retrain your algo using a larger data set.
Use a deeper neural network
Increase the dropout percentage in your neural network
Retrain your algo on the testing data set and then test it on the training data set.","Retrain your algo using a larger data set.
Increase the dropout percentage in your neural network","Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
Portfolio managers can diversify by investing in 20 or more different investments within the asset category they have chosen to focus on. For example they could buy 20 different stocks or 20 bonds issued by different borrowers. Which one of  the options below would achieve the  highest level of risk diversification?,"Add 10 bonds to a portfolio of stocks or 10 stocks to a portfolio of bonds.
Add 10 foreign currency bonds to a portfolio of 20 stocks.
Increasing the number of stocks or bonds they hold to 30",Add 10 foreign currency bonds to a portfolio of 20 stocks.,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
"Portfolio level risk management is just as important, if not more important than strategy level risk management. To some extent strategy level risk management indirectly takes care of firm level risk but it is still desirable to have a separate risk control mechanism that ensures firm survival. What happen when a global stop loss is triggered?","Trading orders are automatically issued to close out all outstanding trades that currently  have a positive PnL to conserve trading capital and wait for the losing trades to become profitable.
Trading orders are automatically issued to close out all outstanding trades that currently  have a negative PnL to conserve trading capital and wait for the winning trades to offset the losses.
Trading orders are automatically issued to close out all outstanding trades.",Trading orders are automatically issued to close out all outstanding trades.,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
Diversification and hedging are important tools that traders and trading firms use on many levels. Please select examples of diversification from the choices below:,"A hedge fund implements a beta-neutral long-short pairs trading strategy that selects similar companies to hedge out market, sector and industry risk.
A hedge fund implements a momentum strategy that goes long several uptrending stocks and short several downtrending stocks.
A hedge fund implements a beta-neutral long-short pairs trading strategy that selects similar companies to hedge out market, sector and industry risk. half of the pairs are chosen using principal components analysis (PCA) and half are chosen based on their level of correlation and cointegration as measured by the adjusted Dickey-Fuller (ADF) test.
A hedge fund implements pairs trading and momentum strategies in equities, foreign exchange and crypto. Within each of these asset classes the strategies are implemented on multiple assets using algorithms that have been developed separately for each asset class.","A hedge fund implements a momentum strategy that goes long several uptrending stocks and short several downtrending stocks.
A hedge fund implements a beta-neutral long-short pairs trading strategy that selects similar companies to hedge out market, sector and industry risk. half of the pairs are chosen using principal components analysis (PCA) and half are chosen based on their level of correlation and cointegration as measured by the adjusted Dickey-Fuller (ADF) test.
A hedge fund implements pairs trading and momentum strategies in equities, foreign exchange and crypto. Within each of these asset classes the strategies are implemented on multiple assets using algorithms that have been developed separately for each asset class.","Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
"Bridgewater and other hedge funds use a risk parity approach to investing. At its simplest this strategy takes diversified portfolios of assets (or strategies) and increases their potential return by borrowing money to finance them (leverage). In this way a relatively low risk, low return strategy can be financed by a high level of debt so that its potential return on trading capital (not total investment) is much higher. This higher potential return comes with higher potential downside risk though, but this is the standard business model of hedge funds, almost all carry high leverage.

For example lets say you manage a hedge fund that has a diversified portfolio of strategies that when combined yield a relatively low risk income stream of 2% with a volatility of just 1%. How would this compare to an investment in an S&P 500 index fund that has an expected return of 12% and a volatility of 20%? Assume your hedge fund  borrows enough to increase the leveraged risk of its strategy portfolio to the same level as the unleveraged risk of the index fund. What would the leveraged return on the strategy portfolio be? Assume your hedge fund has $1 million of trading capital and $1 million is also invested in the index fund.","12%
20%
40%",40%,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
Which of the following best describes Cloud AutoML?,"It uses your models and Google's data
It uses Google's models and your data
It uses Google's models and Google's data
It uses your models and your data",It uses Google's models and your data,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
Say you're training a model in AutoML Vision and the performance report contains low scores. What can you do to improve them?,"Increase the amount of training data
Remove infrequently used labels
Train on examples similar to those you will classify
All of the above",All of the above,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
Say you're training a model in AutoML NLP and the performance report contains low scores. What can you do to improve them?,"Add more documents
Increase document variety
Reduce the number of labels
All of the above",All of the above,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
True or False: BigQuery import into AutoML Tables has support for both arrays and structs.,"True
False",True,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
